iter	RMSE
351	1.48132588
352	1.481104892
353	1.480987771
354	1.480830951
355	1.48066402
356	1.480576649
357	1.48051644
358	1.480327911
359	1.479495458
360	1.47944662
361	1.479327923
362	1.479227251
363	1.479146564
364	1.478994359
365	1.47873344
366	1.47864069
367	1.47844494
368	1.47833149
369	1.478030936
370	1.477917779
371	1.47788116
372	1.477848659
373	1.477840298
374	1.477733587
375	1.477469226
376	1.477220357
377	1.476994205
378	1.476782559
379	1.476766687
380	1.476750494
381	1.476636092
382	1.476589712
383	1.476499883
384	1.476469227
385	1.476172386
386	1.476110394
387	1.476020069
388	1.475923197
389	1.475842431
390	1.475696013
391	1.475403975
392	1.475322826
393	1.475200228
394	1.475159548
395	1.475114288
396	1.474972295
397	1.474676978
398	1.474412072
399	1.474380638
400	1.474235425
401	1.474048008
402	1.474037473
403	1.473827174
404	1.473822962
405	1.473755194
406	1.473709369
407	1.473557741
408	1.473417133
409	1.473270075
410	1.473084124
411	1.472985673
412	1.472898916
413	1.472725021
414	1.472719991
415	1.472647686
416	1.472397866
417	1.471608074
418	1.471519715
419	1.471368296
420	1.471302819
421	1.471096461
422	1.470858008
423	1.47085381
424	1.470835928
425	1.470756214
426	1.470738217
427	1.470664502
428	1.470455908
429	1.470351391
430	1.470179513
431	1.470146816
432	1.470017927
433	1.4697525
434	1.469598403
435	1.469487433
436	1.469402994
437	1.469261112
438	1.469096177
439	1.468540739
440	1.468387951
441	1.468357858
442	1.468312841
443	1.468295479
444	1.468273936
445	1.46813326
446	1.468042993
447	1.467820327
448	1.467789029
449	1.467597784
450	1.467507855
451	1.467462999
452	1.467260776
453	1.467155181
454	1.467074344
455	1.467060254
456	1.466976822
457	1.46691709
458	1.466883164
459	1.466804191
460	1.466659006
461	1.46642149
462	1.466284314
463	1.466201952
464	1.466175682
465	1.466035615
466	1.465991961
467	1.465882183
468	1.46586252
469	1.465694684
470	1.465576521
471	1.465547242
472	1.465442529
473	1.465303673
474	1.465037265
475	1.464972075
476	1.464966674
477	1.464728535
478	1.464725353
479	1.464476092
480	1.464262403
481	1.464195013
482	1.464171326
483	1.464042698
484	1.463888296
485	1.463858272
486	1.463846311
487	1.463726295
488	1.463679645
489	1.463535102
490	1.46348749
491	1.463477925
492	1.463469449
493	1.463331735
494	1.463065787
495	1.462796639
496	1.462772508
497	1.462623331
498	1.462573459
499	1.462545271
500	1.46235816
501	1.46235007
502	1.462330827
503	1.462098147
504	1.461995671
505	1.461860333
506	1.461813763
507	1.461735044
508	1.461513956
509	1.461490282
510	1.461447762
511	1.461258952
512	1.461206357
513	1.461126841
514	1.461062366
515	1.46083525
516	1.460613242
517	1.460602151
518	1.460565678
519	1.460185147
520	1.460053787
521	1.460039365
522	1.459899116
523	1.459656883
524	1.459533628
525	1.459331666
526	1.459223296
527	1.459081028
528	1.459056537
529	1.458737672
530	1.458630189
531	1.45854935
532	1.45837303
533	1.458303462
534	1.458125272
535	1.457937469
536	1.457811769
537	1.457696945
538	1.457599184
539	1.457492409
540	1.457308141
541	1.457167166
542	1.457064235
543	1.456852379
544	1.456690012
545	1.456544207
546	1.456530609
547	1.456310064
548	1.456164582
549	1.456068116
550	1.456035772
551	1.4560329
552	1.456021571
553	1.45590238
554	1.455830557
555	1.455783544
556	1.45572613
557	1.455558942
558	1.455536903
559	1.455505711
560	1.455436804
561	1.45532341
562	1.455319273
563	1.455212561
564	1.455089962
565	1.454959226
566	1.454907713
567	1.454832491
568	1.454806006
569	1.454597717
570	1.454566398
571	1.454506234
572	1.454353165
573	1.454328386
574	1.454161517
575	1.453962994
576	1.45389253
577	1.453881681
578	1.453826932
579	1.453724788
580	1.453636503
581	1.453605403
582	1.453536302
583	1.45344272
584	1.453266311
585	1.453124758
586	1.453000854
587	1.452969381
588	1.452840368
589	1.452719666
590	1.452517986
591	1.452369806
592	1.452265192
593	1.452186026
594	1.452122261
595	1.45202506
596	1.451656392
597	1.451557285
598	1.451178221
599	1.451057429
600	1.450840833
601	1.450694007
602	1.450553903
603	1.450450731
604	1.45020411
605	1.450145878
606	1.450039619
607	1.44999233
608	1.449960642
609	1.449857499
610	1.449779857
611	1.449583129
612	1.449524881
613	1.449429084
614	1.449281781
615	1.449090377
616	1.449027122
617	1.448985646
618	1.448884723
619	1.448867851
620	1.448861363
621	1.44861993
622	1.448433616
623	1.448324513
624	1.448219097
625	1.448170665
626	1.448161685
627	1.448016454
628	1.447944701
629	1.447704003
630	1.447495685
631	1.447475503
632	1.447446999
633	1.447335967
634	1.447209044
635	1.447114242
636	1.446984977
637	1.446547506
638	1.44646987
639	1.446416477
640	1.446403622
641	1.446344589
642	1.446332845
643	1.446093762
644	1.445981023
645	1.445941769
646	1.445883082
647	1.445647657
648	1.445609242
649	1.445518237
650	1.445444969
651	1.445323249
652	1.445295956
653	1.445124512
654	1.444944209
655	1.444860795
656	1.444652705
657	1.444407254
658	1.444333282
659	1.444317747
660	1.444281594
661	1.444156742
662	1.444032831
663	1.443848292
664	1.443718897
665	1.443662793
666	1.443592956
667	1.443580406
668	1.443514841
669	1.443415911
670	1.443266868
671	1.443250059
672	1.443185302
673	1.443114775
674	1.442954436
675	1.442911619
676	1.442756177
677	1.442734706
678	1.44271201
679	1.442641599
680	1.442623999
681	1.44244436
682	1.44233484
683	1.442258497
684	1.44223853
685	1.442124386
686	1.442066987
687	1.442038066
688	1.441721321
689	1.441559722
690	1.441500934
691	1.441296138
692	1.441164455
693	1.441161185
694	1.440957422
695	1.440892735
696	1.440824986
697	1.440821569
698	1.44075666
699	1.440619487
700	1.440420924
701	1.440334502
702	1.440235781
703	1.440064297
704	1.439906312
705	1.439774898
706	1.439664173
707	1.43945908
708	1.439426257
709	1.439328502
710	1.439295127
711	1.439047848
712	1.43898961
713	1.438946507
714	1.438780297
715	1.438610941
716	1.438582049
717	1.438518456
718	1.438396881
719	1.438257999
720	1.438233596
721	1.438084823
722	1.438060556
723	1.437981151
724	1.43793738
725	1.437925157
726	1.437705756
727	1.437397478
728	1.437377934
729	1.437137436
730	1.436862047
731	1.43677488
732	1.436505702
733	1.436456056
734	1.436434372
735	1.436400839
736	1.436224756
737	1.436084729
738	1.43606784
739	1.435965094
740	1.435944398
741	1.435877295
742	1.435627926
743	1.435352178
744	1.435207384
745	1.43508599
746	1.43483469
747	1.43467439
748	1.434461131
749	1.434366394
750	1.434151246
751	1.434027115
752	1.433956784
753	1.43393981
754	1.433816576
755	1.433718906
756	1.433653445
757	1.433605406
758	1.433487215
759	1.433246509
760	1.433040697
761	1.432957244
762	1.432718488
763	1.432678505
764	1.432614097
765	1.432543343
766	1.432255399
767	1.432192511
768	1.431891481
769	1.431854437
770	1.431798213
771	1.43174951
772	1.431729752
773	1.431637658
774	1.431478312
775	1.43138326
776	1.431364812
777	1.431163663
778	1.431029462
779	1.43093402
780	1.430916744
781	1.430731613
782	1.4305081
783	1.430227525
784	1.430224292
785	1.430124699
786	1.430004718
787	1.42994425
788	1.429667018
789	1.42955785
790	1.429540819
791	1.429342134
792	1.429277559
793	1.429156735
794	1.429025701
795	1.428990626
796	1.428919077
797	1.42888485
798	1.42878239
799	1.428663271
800	1.428518157
801	1.428402382
802	1.428327618
803	1.428139906
804	1.428097337
805	1.428041914
806	1.428040274
807	1.428022442
808	1.427873167
809	1.427674732
810	1.427619699
811	1.427568208
812	1.427395573
813	1.427365849
814	1.427219424
815	1.427143904
816	1.426915534
817	1.426805296
818	1.426729109
819	1.4266619
820	1.426503914
821	1.426502657
822	1.426474253
823	1.426300296
824	1.426176746
825	1.42606941
826	1.425972624
827	1.425856849
828	1.425797722
829	1.425695504
830	1.425688535
831	1.425627034
832	1.425554464
833	1.425409026
834	1.425391387
835	1.425302325
836	1.425274022
837	1.425195135
838	1.425122262
839	1.425019689
840	1.424920927
841	1.424868629
842	1.424744891
843	1.424631469
844	1.424464993
845	1.424370206
846	1.424308737
847	1.424238912
848	1.424171214
849	1.424111083
850	1.424055707
851	1.423939088
852	1.423882746
853	1.423765442
854	1.423728602
855	1.423565915
856	1.423540792
857	1.423391955
858	1.423226777
859	1.423178533
860	1.423140837
861	1.422945137
862	1.422807733
863	1.422619021
864	1.422594396
865	1.422582107
866	1.42245833
867	1.422425928
868	1.422321929
869	1.422306136
870	1.42224008
871	1.422133178
872	1.42212254
873	1.422002274
874	1.421931781
875	1.421902505
876	1.421858148
877	1.421742422
878	1.421612262
879	1.421530648
880	1.421414729
881	1.421390287
882	1.421389058
883	1.421245499
884	1.421232426
885	1.421110077
886	1.42104876
887	1.42099889
888	1.420905348
889	1.420890741
890	1.420800037
891	1.420766143
892	1.42062029
893	1.420592621
894	1.420415288
895	1.420275628
896	1.420257538
897	1.420054212
898	1.41985858
899	1.419687127
900	1.419426199
901	1.419376898
902	1.419364255
903	1.419273286
904	1.419192683
905	1.419090194
906	1.418964763
907	1.418908039
908	1.418781454
909	1.418689083
910	1.418626308
911	1.41847678
912	1.418455177
913	1.418319421
914	1.418211817
915	1.418144098
916	1.418063487
917	1.417970087
918	1.417785776
919	1.41769114
920	1.417629295
921	1.417504007
922	1.417440231
923	1.417359231
924	1.417339859
925	1.41712154
926	1.417026737
927	1.417014852
928	1.416833253
929	1.416768987
930	1.416682892
931	1.416613243
932	1.416391488
933	1.416272701
934	1.416251385
935	1.41607817
936	1.416043307
937	1.415993526
938	1.415862386
939	1.415752656
940	1.415574222
941	1.415558487
942	1.415444265
943	1.4154201
944	1.415399049
945	1.415268516
946	1.41523774
947	1.415141352
948	1.41505621
949	1.415050628
950	1.414943448
951	1.414906662
952	1.414788189
953	1.414698474
954	1.414632081
955	1.414567245
956	1.414502872
957	1.414456711
958	1.414340649
959	1.414254742
960	1.414235599
961	1.414211936
962	1.414006823
963	1.413885605
964	1.413762252
965	1.413752813
966	1.41360932
967	1.413435723
968	1.413170101
969	1.412978662
970	1.412867516
971	1.412812061
972	1.41274672
973	1.412703499
974	1.412591603
975	1.412416833
976	1.41228427
977	1.412268672
978	1.41218442
979	1.412004654
980	1.411976474
981	1.411967552
982	1.411920327
983	1.411875186
984	1.411869794
985	1.411747486
986	1.411603373
987	1.41156894
988	1.411560538
989	1.411397994
990	1.41133907
991	1.411204886
992	1.411030862
993	1.410913914
994	1.410790347
995	1.410694284
996	1.410519205
997	1.410503903
998	1.410437228
999	1.410318546
1000	1.410214469
1001	1.410121467
1002	1.410040893
1003	1.409904141
1004	1.409842497
1005	1.409760735
1006	1.409600627
1007	1.409464697
1008	1.409368141
1009	1.409280491
1010	1.409122084
1011	1.409079096
1012	1.408986432
1013	1.408890063
1014	1.408703707
1015	1.408671236
1016	1.40854464
1017	1.408379391
1018	1.408290321
1019	1.408008953
1020	1.407894713
1021	1.407834352
1022	1.407472324
1023	1.407412344
1024	1.407312388
1025	1.407164924
1026	1.407107825
1027	1.407077843
1028	1.407000338
1029	1.406951126
1030	1.40694585
1031	1.406885409
1032	1.406641869
1033	1.406622235
1034	1.406604821
1035	1.406492334
1036	1.406459425
1037	1.406417453
1038	1.406061534
1039	1.405843169
1040	1.405735872
1041	1.405694396
1042	1.405620426
1043	1.405469723
1044	1.405468374
1045	1.405419662
1046	1.405361951
1047	1.405246626
1048	1.405108203
1049	1.405084435
1050	1.405005556
1051	1.40479237
1052	1.404732095
1053	1.404497824
1054	1.404378821
1055	1.404174831
1056	1.404138626
1057	1.404061844
1058	1.40391931
1059	1.403842776
1060	1.403692825
1061	1.403661602
1062	1.403496693
1063	1.40332757
1064	1.403197181
1065	1.403047923
1066	1.402909406
1067	1.402728273
1068	1.402676081
1069	1.402477066
1070	1.402453906
1071	1.402317005
1072	1.402272902
1073	1.402033358
1074	1.401911573
1075	1.401790557
1076	1.401666006
1077	1.401479009
1078	1.401333225
1079	1.401300611
1080	1.401206871
1081	1.401048968
1082	1.40035044
1083	1.400265773
1084	1.400236232
1085	1.400171667
1086	1.400141744
1087	1.3997723
1088	1.399694105
1089	1.399588725
1090	1.399553316
1091	1.399373181
1092	1.39931832
1093	1.39916599
1094	1.399082933
1095	1.398972707
1096	1.398936053
1097	1.398874633
1098	1.398825862
1099	1.39877885
1100	1.398368999
1101	1.398289582
1102	1.398209968
1103	1.398157433
1104	1.397999453
1105	1.397941122
1106	1.397907297
1107	1.39775861
1108	1.397498462
1109	1.397275257
1110	1.397234035
1111	1.397137839
1112	1.397126941
1113	1.397024416
1114	1.39696582
1115	1.396953115
1116	1.396882176
1117	1.396784506
1118	1.39674296
1119	1.396712563
1120	1.396455359
1121	1.396252481
1122	1.396174269
1123	1.396138509
1124	1.396083891
1125	1.396079408
1126	1.395921235
1127	1.395796288
1128	1.395691196
1129	1.395435896
1130	1.395366627
1131	1.395269499
1132	1.395081144
1133	1.39503917
1134	1.394808171
1135	1.394744989
1136	1.394695838
1137	1.394646245
1138	1.39456643
1139	1.394524364
1140	1.394401553
1141	1.394339515
1142	1.394187456
1143	1.39418721
1144	1.394101691
1145	1.394066262
1146	1.393906412
1147	1.393807401
1148	1.393749682
1149	1.39365801
1150	1.3936034
1151	1.393601267
1152	1.393578325
1153	1.393458823
1154	1.393362968
1155	1.393240417
1156	1.393188907
1157	1.393081689
1158	1.392870833
1159	1.392716513
1160	1.392572697
1161	1.392485
1162	1.392305808
1163	1.39221771
1164	1.391993334
1165	1.391983942
1166	1.391815535
1167	1.391750701
1168	1.391614657
1169	1.391508136
1170	1.391425376
1171	1.391399311
1172	1.391353445
1173	1.391319775
1174	1.391148613
1175	1.391139789
1176	1.391085277
1177	1.390947794
1178	1.39088894
1179	1.39076735
1180	1.390747019
1181	1.390653049
1182	1.39043866
1183	1.390268909
1184	1.390104896
1185	1.38998989
1186	1.389906898
1187	1.389807626
1188	1.389726333
1189	1.389688538
1190	1.389629406
1191	1.389592736
1192	1.389460104
1193	1.389367204
1194	1.389273159
1195	1.389170259
1196	1.389138028
1197	1.389083805
1198	1.389030821
1199	1.388859378
1200	1.38878806
1201	1.388739292
1202	1.388600236
1203	1.388361261
1204	1.388331951
1205	1.388148121
1206	1.38812603
1207	1.387911941
1208	1.387857946
1209	1.387771244
1210	1.387663923
1211	1.38761895
1212	1.38747541
1213	1.387380925
1214	1.387213887
1215	1.387167094
1216	1.38702851
1217	1.386969708
1218	1.38682968
1219	1.386746224
1220	1.386630174
1221	1.386534574
1222	1.386479727
1223	1.386376479
1224	1.386084267
1225	1.386042327
1226	1.385972443
1227	1.385896114
1228	1.385855957
1229	1.385848154
1230	1.385674894
1231	1.385575513
1232	1.38552915
1233	1.385477402
1234	1.385395713
1235	1.385333218
1236	1.385139376
1237	1.385120469
1238	1.385038771
1239	1.384997083
1240	1.3849124
1241	1.384897628
1242	1.384877059
1243	1.384839792
1244	1.384650421
1245	1.384531047
1246	1.384453101
1247	1.384350267
1248	1.384117737
1249	1.383790538
1250	1.383603592
1251	1.383524094
1252	1.38350739
1253	1.383474285
1254	1.383226696
1255	1.382904293
1256	1.382830261
1257	1.38273477
1258	1.382693709
1259	1.382578852
1260	1.382471062
1261	1.382412663
1262	1.382315268
1263	1.382083414
1264	1.382039314
1265	1.381984324
1266	1.381963607
1267	1.381912593
1268	1.381856506
1269	1.381838894
1270	1.381788971
1271	1.381736099
1272	1.381678974
1273	1.381490528
1274	1.381360144
1275	1.381299091
1276	1.381203314
1277	1.38101319
1278	1.38094046
1279	1.380818968
1280	1.380683177
1281	1.380647054
1282	1.380623172
1283	1.380496964
1284	1.380378223
1285	1.380283345
1286	1.380241321
1287	1.38023147
1288	1.380190558
1289	1.379984452
1290	1.379942551
1291	1.379832865
1292	1.379434456
1293	1.379276319
1294	1.379189445
1295	1.379094507
1296	1.379033839
1297	1.37892294
1298	1.37883947
1299	1.3787817
1300	1.378698631
1301	1.378679109
1302	1.378609655
1303	1.378460809
1304	1.378427155
1305	1.378388359
1306	1.378238412
1307	1.378121169
1308	1.378059581
1309	1.378040931
1310	1.378007024
1311	1.377958565
1312	1.377903158
1313	1.377709129
1314	1.377506317
1315	1.37748761
1316	1.377415015
1317	1.377129977
1318	1.377081841
1319	1.376963033
1320	1.376705952
1321	1.376639695
1322	1.376545109
1323	1.376472374
1324	1.376369681
1325	1.376277086
1326	1.376121145
1327	1.376050016
1328	1.376022572
1329	1.375898895
1330	1.375842195
1331	1.37576151
1332	1.375659062
1333	1.375523189
1334	1.37551699
1335	1.375413891
1336	1.375381797
1337	1.375374663
1338	1.37533331
1339	1.375283578
1340	1.37520465
1341	1.375163118
1342	1.375017002
1343	1.374987091
1344	1.374944319
1345	1.374897747
1346	1.374841107
1347	1.374832667
1348	1.374797522
1349	1.374647181
1350	1.374604923
1351	1.374539166
1352	1.374443648
1353	1.37437346
1354	1.374342588
1355	1.374304062
1356	1.374202903
1357	1.374123576
1358	1.374088084
1359	1.37402634
1360	1.373941812
1361	1.373806773
1362	1.373716948
1363	1.37357533
1364	1.373449671
1365	1.37343765
1366	1.373244945
1367	1.373182538
1368	1.373131741
1369	1.373022033
1370	1.372963552
1371	1.372949599
1372	1.37282184
1373	1.372667362
1374	1.372611857
1375	1.372384626
1376	1.372360447
1377	1.372347506
1378	1.372209925
1379	1.372107901
1380	1.372005086
1381	1.371972192
1382	1.37183931
1383	1.371710076
1384	1.371624918
1385	1.371524663
1386	1.371514257
1387	1.37133831
1388	1.37126515
1389	1.371194073
1390	1.371165829
1391	1.371157862
1392	1.371118302
1393	1.37102609
1394	1.370972425
1395	1.370934591
1396	1.370790104
1397	1.370733378
1398	1.370693852
1399	1.370665863
1400	1.370606892
1401	1.370512073
1402	1.370451552
1403	1.370305813
1404	1.370248151
1405	1.370200057
1406	1.370152674
1407	1.370088451
1408	1.370027659
1409	1.369959904
1410	1.369875477
1411	1.369810915
1412	1.36976597
1413	1.369659721
1414	1.369547688
1415	1.369532236
1416	1.369473367
1417	1.369452563
1418	1.369354409
1419	1.369261296
1420	1.369192308
1421	1.369117895
1422	1.368916627
1423	1.368804582
1424	1.368760919
1425	1.36869129
1426	1.368576012
1427	1.367997219
1428	1.367932092
1429	1.367869505
1430	1.367834508
1431	1.367784733
1432	1.367745719
1433	1.367589988
1434	1.367558121
1435	1.367418216
1436	1.367234162
1437	1.367004629
1438	1.366956149
1439	1.366911406
1440	1.366863993
1441	1.366651884
1442	1.366638972
1443	1.366514589
1444	1.366245533
1445	1.366191941
1446	1.366149587
1447	1.36604534
1448	1.366005379
1449	1.365951064
1450	1.365778074
1451	1.365672265
1452	1.365600433
1453	1.365527398
1454	1.365507378
1455	1.365340821
1456	1.36532339
1457	1.365286685
1458	1.365265178
1459	1.365084703
1460	1.365010738
1461	1.364927734
1462	1.36472503
1463	1.364697368
1464	1.364656998
1465	1.364602599
1466	1.364547793
1467	1.364505616
1468	1.364426824
1469	1.364293926
1470	1.363784451
1471	1.363752089
1472	1.363579092
1473	1.363533989
1474	1.36330614
1475	1.363231397
1476	1.363115253
1477	1.363039386
1478	1.362980407
1479	1.362848672
1480	1.362802119
1481	1.362731074
1482	1.362680081
1483	1.362646245
1484	1.36249657
1485	1.362252382
1486	1.36217405
1487	1.362156558
1488	1.362139582
1489	1.362032894
1490	1.361860245
1491	1.361793951
1492	1.361748406
1493	1.361661506
1494	1.361523814
1495	1.361499848
1496	1.361309091
1497	1.361135288
1498	1.361129293
1499	1.360984231
1500	1.360918337
1501	1.360864383
1502	1.360836923
1503	1.360708213
1504	1.360686583
1505	1.360637737
1506	1.360555329
1507	1.360422748
1508	1.360305059
1509	1.360276569
1510	1.359923377
1511	1.359799948
1512	1.359584308
1513	1.359478484
1514	1.359458728
1515	1.359355892
1516	1.359222558
1517	1.359210666
1518	1.359111856
1519	1.359080328
1520	1.359020176
1521	1.358907755
1522	1.358871388
1523	1.358840592
1524	1.358680575
1525	1.358652157
1526	1.358585529
1527	1.358498786
1528	1.358426103
1529	1.358290659
1530	1.358046319
1531	1.357956271
1532	1.357795049
1533	1.357638745
1534	1.357577867
1535	1.357535092
1536	1.357480569
1537	1.357432555
1538	1.35739602
1539	1.357341256
1540	1.357227951
1541	1.357080872
1542	1.357041424
1543	1.357000656
1544	1.356854667
1545	1.35683041
1546	1.356732223
1547	1.356631957
1548	1.356611437
1549	1.356605144
1550	1.356501977
1551	1.356481981
1552	1.356413416
1553	1.356284919
1554	1.356275028
1555	1.356265367
1556	1.356107255
1557	1.356046322
1558	1.356018307
1559	1.355904774
1560	1.355837964
1561	1.355807051
1562	1.355656774
1563	1.355597411
1564	1.355537672
1565	1.355515059
1566	1.355446942
1567	1.3554204
1568	1.355366591
1569	1.355278645
1570	1.355065561
1571	1.355048865
1572	1.354987724
1573	1.354834756
1574	1.354794919
1575	1.354724887
1576	1.354567539
1577	1.354540796
1578	1.354517801
1579	1.354347452
1580	1.35385993
1581	1.353653897
1582	1.353571389
1583	1.353556504
1584	1.353521811
1585	1.353460083
1586	1.35341532
1587	1.353156892
1588	1.352996863
1589	1.352965581
1590	1.352942271
1591	1.352893015
1592	1.352744177
1593	1.352685399
1594	1.352543953
1595	1.352397285
1596	1.352331809
1597	1.352290472
1598	1.352259951
1599	1.352082528
1600	1.3520553
1601	1.352027574
1602	1.351991213
1603	1.351935981
1604	1.351793643
1605	1.35166384
1606	1.351602509
1607	1.351454042
1608	1.351398338
1609	1.351194582
1610	1.351051307
1611	1.350909833
1612	1.350873161
1613	1.350799196
1614	1.35067219
1615	1.350565069
1616	1.350516606
1617	1.350402926
1618	1.350303258
1619	1.350180788
1620	1.350160314
1621	1.350133525
1622	1.350019907
1623	1.349932561
1624	1.349915431
1625	1.34984859
1626	1.349798911
1627	1.349737758
1628	1.349721542
1629	1.349650376
1630	1.349555328
1631	1.349541622
1632	1.349508353
1633	1.349425762
1634	1.349366021
1635	1.349315773
1636	1.349169304
1637	1.349014603
1638	1.348901093
1639	1.348797595
1640	1.348699798
1641	1.348579199
1642	1.348546491
1643	1.348455301
1644	1.348439678
1645	1.348392749
1646	1.348308224
1647	1.348202455
1648	1.347962857
1649	1.347959051
1650	1.347876284
1651	1.347796143
1652	1.347702629
1653	1.347698141
1654	1.347651547
1655	1.347525539
1656	1.347412752
1657	1.34733492
1658	1.347235208
1659	1.347015882
1660	1.346990993
1661	1.346910818
1662	1.346796455
1663	1.346625903
