iter	RMSE
1664	1.346524777
1665	1.346413074
1666	1.346302908
1667	1.34626824
1668	1.34593163
1669	1.345810636
1670	1.345761788
1671	1.345700365
1672	1.345582036
1673	1.345476959
1674	1.345419824
1675	1.345358069
1676	1.345327998
1677	1.345310041
1678	1.345282394
1679	1.345126288
1680	1.345037858
1681	1.344970636
1682	1.344820053
1683	1.344709939
1684	1.344625161
1685	1.344559594
1686	1.344487089
1687	1.344429662
1688	1.34434494
1689	1.344305729
1690	1.344275381
1691	1.344184954
1692	1.344175772
1693	1.344159287
1694	1.344072784
1695	1.344019428
1696	1.343979946
1697	1.343952447
1698	1.343894903
1699	1.343880476
1700	1.343869604
1701	1.343772209
1702	1.343761733
1703	1.343710287
1704	1.343512478
1705	1.343367837
1706	1.343289266
1707	1.343210073
1708	1.343164452
1709	1.343130326
1710	1.343043889
1711	1.34301846
1712	1.342975184
1713	1.342972036
1714	1.342901193
1715	1.342892643
1716	1.342789609
1717	1.342716989
1718	1.342692819
1719	1.342600436
1720	1.34243742
1721	1.342430131
1722	1.342257185
1723	1.342179147
1724	1.342084379
1725	1.341600859
1726	1.341429109
1727	1.34134324
1728	1.34124327
1729	1.341146141
1730	1.341079263
1731	1.341065697
1732	1.341031337
1733	1.340832625
1734	1.340766239
1735	1.340744552
1736	1.340656248
1737	1.340584363
1738	1.340573826
1739	1.340498825
1740	1.340479382
1741	1.340373053
1742	1.340231031
1743	1.340155734
1744	1.340069223
1745	1.339952684
1746	1.339912882
1747	1.33989436
1748	1.339874312
1749	1.339827787
1750	1.339759952
1751	1.339616368
1752	1.339530512
1753	1.339496364
1754	1.339386758
1755	1.339246968
1756	1.339211042
1757	1.339190511
1758	1.339185608
1759	1.339130291
1760	1.339077763
1761	1.338985636
1762	1.338898219
1763	1.338835251
1764	1.338701847
1765	1.338673361
1766	1.338620485
1767	1.338524327
1768	1.338483443
1769	1.338435904
1770	1.33840362
1771	1.338280843
1772	1.338153739
1773	1.338110804
1774	1.338041273
1775	1.337958889
1776	1.337850846
1777	1.337805838
1778	1.337722472
1779	1.337688991
1780	1.337654703
1781	1.337556332
1782	1.337509382
1783	1.337452388
1784	1.337354312
1785	1.337267201
1786	1.337163998
1787	1.337103241
1788	1.337008435
1789	1.336938476
1790	1.336883574
1791	1.336854284
1792	1.336787407
1793	1.336741577
1794	1.336603669
1795	1.336527005
1796	1.336519434
1797	1.336495457
1798	1.336391968
1799	1.336272865
1800	1.3362315
1801	1.336162645
1802	1.336133525
1803	1.33608112
1804	1.336036628
1805	1.335929133
1806	1.335861336
1807	1.33581878
1808	1.335749934
1809	1.335666431
1810	1.335488341
1811	1.33545242
1812	1.335351934
1813	1.335313929
1814	1.335300781
1815	1.33529508
1816	1.335202858
1817	1.335140843
1818	1.335060578
1819	1.335059088
1820	1.334994018
1821	1.334823099
1822	1.334803157
1823	1.334725561
1824	1.33459541
1825	1.334496548
1826	1.334430504
1827	1.334325996
1828	1.334282654
1829	1.334204571
1830	1.334195142
1831	1.334104842
1832	1.334031752
1833	1.333974798
1834	1.333965048
1835	1.333937284
1836	1.333824179
1837	1.33379977
1838	1.333739716
1839	1.333671827
1840	1.333468664
1841	1.333442094
1842	1.333346982
1843	1.333320111
1844	1.333137086
1845	1.332970597
1846	1.332957288
1847	1.332779754
1848	1.332732352
1849	1.332727613
1850	1.332608236
1851	1.332468268
1852	1.332361356
1853	1.332306717
1854	1.332260836
1855	1.332221539
1856	1.332163183
1857	1.332100177
1858	1.331902556
1859	1.331892193
1860	1.331762439
1861	1.331681989
1862	1.3316294
1863	1.331613466
1864	1.331525866
1865	1.331429905
1866	1.331391778
1867	1.331327478
1868	1.331293744
1869	1.331287915
1870	1.33110024
1871	1.331057772
1872	1.33092614
1873	1.330811641
1874	1.330706518
1875	1.330657025
1876	1.33055001
1877	1.330407898
1878	1.330306054
1879	1.330268628
1880	1.330185326
1881	1.330019869
1882	1.329851669
1883	1.329781521
1884	1.329516024
1885	1.329245244
1886	1.329229043
1887	1.329174399
1888	1.328902511
1889	1.328883295
1890	1.328829075
1891	1.328706214
1892	1.328674969
1893	1.328585052
1894	1.328501392
1895	1.328465861
1896	1.328375364
1897	1.328317891
1898	1.328251774
1899	1.328039901
1900	1.327895769
1901	1.327838435
1902	1.3278232
1903	1.327744679
1904	1.327595618
1905	1.327518409
1906	1.32739801
1907	1.327332205
1908	1.32719128
1909	1.327107617
1910	1.327039322
1911	1.327017767
1912	1.327011568
1913	1.326937166
1914	1.326859916
1915	1.326733275
1916	1.326647335
1917	1.326554952
1918	1.326544921
1919	1.326527366
1920	1.326389516
1921	1.326268426
1922	1.32623159
1923	1.326178675
1924	1.326109687
1925	1.326043189
1926	1.3260035
1927	1.325982112
1928	1.325884262
1929	1.325836118
1930	1.325744605
1931	1.325714611
1932	1.325672142
1933	1.325604442
1934	1.32552633
1935	1.325418077
1936	1.325224668
1937	1.325060163
1938	1.32504815
1939	1.324877633
1940	1.324801138
1941	1.324741866
1942	1.324719447
1943	1.324630488
1944	1.324591977
1945	1.324484755
1946	1.324340742
1947	1.32417105
1948	1.324101679
1949	1.324020877
1950	1.323987872
1951	1.323939101
1952	1.323857573
1953	1.323804735
1954	1.323795371
1955	1.323761835
1956	1.323573159
1957	1.323269769
1958	1.323136552
1959	1.323072162
1960	1.323026743
1961	1.322923755
1962	1.322865862
1963	1.322748992
1964	1.322700364
1965	1.322591915
1966	1.322522778
1967	1.322238849
1968	1.322213987
1969	1.322176668
1970	1.322116533
1971	1.322062319
1972	1.321901801
1973	1.321850064
1974	1.321724083
1975	1.321679621
1976	1.321626933
1977	1.321614822
1978	1.321590996
1979	1.321520514
1980	1.321487587
1981	1.321413494
1982	1.321390144
1983	1.321303533
1984	1.321252556
1985	1.321194991
1986	1.32103636
1987	1.320973827
1988	1.320935937
1989	1.320883315
1990	1.320767643
1991	1.320708503
1992	1.32065546
1993	1.320501327
1994	1.320363164
1995	1.320345681
1996	1.320275957
1997	1.320245445
1998	1.320150713
1999	1.320015196
2000	1.31991012
2001	1.319768418
2002	1.319634595
2003	1.319483482
2004	1.319446573
2005	1.319352376
2006	1.319245545
2007	1.319170295
2008	1.319071558
2009	1.319025238
2010	1.318975512
2011	1.318839733
2012	1.318755093
2013	1.318690791
2014	1.318608693
2015	1.318512135
2016	1.318502983
2017	1.318462368
2018	1.318380403
2019	1.318316887
2020	1.318216075
2021	1.318193674
2022	1.318138677
2023	1.318029673
2024	1.317933439
2025	1.31784093
2026	1.317835907
2027	1.31771695
2028	1.317577525
2029	1.317533611
2030	1.317405886
2031	1.317347471
2032	1.317276419
2033	1.317022606
2034	1.316996948
2035	1.316967694
2036	1.316935917
2037	1.31675905
2038	1.316671234
2039	1.316578288
2040	1.316507115
2041	1.316454827
2042	1.316424224
2043	1.316364587
2044	1.316314549
2045	1.316225021
2046	1.316197711
2047	1.316128497
2048	1.316028786
2049	1.315954799
2050	1.315777814
2051	1.315680537
2052	1.315601363
2053	1.315565439
2054	1.315524094
2055	1.315442103
2056	1.315412187
2057	1.315381746
2058	1.315280883
2059	1.315192948
2060	1.314981999
2061	1.314939875
2062	1.314843457
2063	1.314821792
2064	1.314751235
2065	1.314738028
2066	1.314695512
2067	1.314649239
2068	1.314621208
2069	1.314600912
2070	1.314516619
2071	1.314441273
2072	1.314428775
2073	1.314362978
2074	1.314306049
2075	1.314230603
2076	1.314183691
2077	1.314170316
2078	1.3140494
2079	1.313973982
2080	1.313835162
2081	1.313786941
2082	1.31377151
2083	1.313757448
2084	1.313735475
2085	1.313685775
2086	1.313594534
2087	1.313479875
2088	1.313463663
2089	1.31343313
2090	1.313410731
2091	1.313381516
2092	1.313256645
2093	1.313056567
2094	1.312963408
2095	1.312794462
2096	1.312751887
2097	1.312565508
2098	1.312523816
2099	1.312487408
2100	1.31246473
2101	1.312460303
2102	1.31238963
2103	1.312362181
2104	1.312308729
2105	1.312216907
2106	1.312065157
2107	1.311966422
2108	1.311799517
2109	1.311786276
2110	1.311753363
2111	1.311706276
2112	1.311670164
2113	1.311610955
2114	1.311522008
2115	1.3114868
2116	1.31146292
2117	1.311395731
2118	1.311362664
2119	1.311312266
2120	1.311290121
2121	1.311211848
2122	1.311068409
2123	1.311055842
2124	1.310945913
2125	1.310868616
2126	1.310828032
2127	1.310776542
2128	1.3107516
2129	1.31063988
2130	1.310566323
2131	1.310503478
2132	1.310466954
2133	1.310367776
2134	1.310284169
2135	1.310198133
2136	1.310172914
2137	1.310062668
2138	1.309996833
2139	1.309914993
2140	1.309739514
2141	1.309704946
2142	1.309670987
2143	1.309585932
2144	1.309476115
2145	1.309445873
2146	1.309396641
2147	1.309236874
2148	1.309200763
2149	1.309196735
2150	1.309103488
2151	1.308980998
2152	1.30891044
2153	1.308869289
2154	1.308748647
2155	1.308548251
2156	1.308527405
2157	1.308488708
2158	1.308350759
2159	1.308234339
2160	1.308132952
2161	1.308090434
2162	1.308034799
2163	1.307989726
2164	1.307942925
2165	1.30793209
2166	1.307753768
2167	1.307659207
2168	1.307590515
2169	1.307503282
2170	1.307453256
2171	1.307410376
2172	1.307229872
2173	1.307143807
2174	1.306996183
2175	1.306918646
2176	1.306800506
2177	1.30671586
2178	1.306470079
2179	1.306360078
2180	1.306323118
2181	1.306138926
2182	1.306121225
2183	1.306078867
2184	1.306040248
2185	1.306033153
2186	1.306024337
2187	1.305813616
2188	1.305704933
2189	1.305525558
2190	1.305341261
2191	1.305205935
2192	1.305165922
2193	1.305017742
2194	1.304976229
2195	1.304949869
2196	1.304849015
2197	1.304801689
2198	1.304735647
2199	1.304609493
2200	1.304550761
2201	1.304508145
2202	1.304469474
2203	1.304407786
2204	1.304348448
2205	1.304299659
2206	1.304213809
2207	1.304046235
2208	1.304024611
2209	1.303833246
2210	1.303791226
2211	1.30363335
2212	1.303500584
2213	1.303340928
2214	1.30328747
2215	1.303255023
2216	1.303222557
2217	1.303197976
2218	1.303084961
2219	1.303061803
2220	1.303031309
2221	1.303006595
2222	1.302957084
2223	1.302854309
2224	1.302827863
2225	1.302771408
2226	1.30274368
2227	1.302741701
2228	1.30259287
2229	1.302560544
2230	1.302543915
2231	1.302532177
2232	1.302418842
2233	1.302379414
2234	1.30233873
2235	1.302279416
2236	1.302197268
2237	1.302141834
2238	1.302047116
2239	1.302003228
2240	1.301930876
2241	1.301861133
2242	1.301813812
2243	1.301768952
2244	1.301640371
2245	1.301591663
2246	1.301513315
2247	1.301397129
2248	1.30119633
2249	1.301032967
2250	1.300987222
2251	1.300805361
2252	1.300761641
2253	1.300629786
2254	1.3005908
2255	1.300565082
2256	1.300514368
2257	1.300364271
2258	1.300324022
2259	1.300317753
2260	1.300277806
2261	1.300238878
2262	1.30020851
2263	1.300141131
2264	1.30011568
2265	1.300056259
2266	1.299959553
2267	1.299857848
2268	1.299621188
2269	1.299568275
2270	1.299528606
2271	1.299376089
2272	1.29932929
2273	1.299247458
2274	1.299233007
2275	1.299091627
2276	1.298953853
2277	1.298752147
2278	1.298640559
2279	1.298447419
2280	1.298425356
2281	1.298367203
2282	1.298214606
2283	1.298069429
2284	1.298054211
2285	1.297956147
2286	1.297858783
2287	1.297846126
2288	1.29774182
2289	1.29761486
2290	1.297575041
2291	1.297461103
2292	1.297361544
2293	1.297308168
2294	1.297299549
2295	1.297217027
2296	1.29709324
2297	1.297045258
2298	1.296951606
2299	1.296872551
2300	1.296799019
2301	1.29676913
2302	1.296695213
2303	1.296687267
2304	1.296620817
2305	1.296561147
2306	1.296464462
2307	1.29641626
2308	1.296378911
2309	1.296327873
2310	1.296237056
2311	1.296083282
2312	1.296033073
2313	1.2959694
2314	1.29589563
2315	1.295892315
2316	1.29585356
2317	1.295788761
2318	1.295765286
2319	1.295690723
2320	1.29559479
2321	1.295573462
2322	1.295536931
2323	1.295494412
2324	1.295433354
2325	1.295383003
2326	1.295368586
2327	1.295312016
2328	1.295274972
2329	1.295211536
2330	1.295172033
2331	1.295122221
2332	1.295112046
2333	1.295005879
2334	1.294869693
2335	1.294756691
2336	1.294647008
2337	1.294563828
2338	1.294511092
2339	1.294452984
2340	1.294288629
2341	1.294276111
2342	1.293994544
2343	1.29395187
2344	1.293884431
2345	1.293792399
2346	1.293694803
2347	1.29364608
2348	1.293546775
2349	1.293509471
2350	1.293491449
2351	1.293443507
2352	1.293323607
2353	1.293252004
2354	1.293227856
2355	1.293134171
2356	1.292968109
2357	1.292948319
2358	1.292872801
2359	1.292855828
2360	1.292769981
2361	1.292722367
2362	1.292663626
2363	1.292402535
2364	1.292392547
2365	1.292367106
2366	1.292278148
2367	1.292215638
2368	1.292102921
2369	1.292020939
2370	1.29187079
2371	1.291788697
2372	1.291638925
2373	1.291601191
2374	1.291571687
2375	1.291535182
2376	1.291416587
2377	1.291319397
2378	1.291217979
2379	1.291100156
2380	1.290999428
2381	1.290925436
2382	1.290915114
2383	1.290861242
2384	1.290781979
2385	1.290741424
2386	1.290709837
2387	1.290688215
2388	1.290637653
2389	1.290585775
2390	1.290538327
2391	1.290434527
2392	1.29038661
2393	1.290353799
2394	1.290262954
2395	1.290173888
2396	1.290134139
2397	1.290077842
2398	1.290011234
2399	1.289866469
2400	1.289836958
2401	1.28974532
2402	1.289639253
2403	1.289517782
2404	1.289394249
2405	1.289243373
2406	1.289161972
2407	1.289160183
2408	1.288932133
2409	1.288826392
2410	1.288709153
2411	1.288698206
2412	1.288650319
2413	1.2885919
2414	1.288501993
2415	1.288473121
2416	1.28839889
2417	1.288298675
2418	1.288174233
2419	1.288126363
2420	1.288095585
2421	1.288010861
2422	1.287989234
2423	1.287904722
2424	1.287861918
2425	1.287801045
2426	1.287714897
2427	1.287489481
2428	1.287436814
2429	1.287389521
2430	1.287232554
2431	1.28722941
2432	1.287183842
2433	1.287171669
2434	1.287108769
2435	1.286894355
2436	1.286710326
2437	1.286582693
2438	1.286404376
2439	1.286341258
2440	1.286317046
2441	1.286264035
2442	1.286099298
2443	1.286008007
2444	1.285882117
2445	1.285757465
2446	1.285682344
2447	1.285590587
2448	1.285519953
2449	1.2853671
2450	1.285359695
2451	1.285325074
2452	1.285297988
2453	1.285281706
2454	1.28522916
2455	1.285189019
2456	1.285116884
2457	1.285014529
2458	1.284913143
2459	1.284849765
2460	1.284819988
2461	1.284709898
2462	1.284656485
2463	1.284516174
2464	1.284415174
2465	1.284378255
2466	1.284257312
2467	1.284229937
2468	1.284223787
2469	1.284137816
2470	1.284064227
2471	1.284041981
2472	1.28392446
2473	1.283841438
2474	1.283778627
2475	1.283631954
2476	1.283627307
2477	1.283522898
2478	1.283290928
2479	1.283273551
2480	1.283214025
2481	1.283141294
2482	1.283121402
2483	1.283098441
2484	1.283042078
2485	1.283003703
2486	1.282911606
2487	1.282889484
2488	1.282856749
2489	1.282789625
2490	1.2827271
2491	1.282652534
2492	1.282599011
2493	1.282516549
2494	1.282513765
2495	1.282402353
2496	1.282333909
2497	1.282223256
2498	1.282210723
2499	1.282022177
2500	1.281954028
2501	1.281922
2502	1.281846648
2503	1.28175018
2504	1.28168404
2505	1.281573827
2506	1.281480418
2507	1.281469925
2508	1.28116836
2509	1.281134394
2510	1.281016802
2511	1.2809746
2512	1.280934902
2513	1.280772717
2514	1.28068496
2515	1.280642073
2516	1.28052274
2517	1.280392804
2518	1.280295868
2519	1.280256111
2520	1.280092872
2521	1.280062082
2522	1.279915078
2523	1.279836474
2524	1.279702095
2525	1.27965564
2526	1.279635919
2527	1.279440201
2528	1.279282357
2529	1.279273339
2530	1.279196603
2531	1.279078981
2532	1.279019794
2533	1.278953
2534	1.278902881
2535	1.278865333
2536	1.278835798
2537	1.278807239
2538	1.278665317
2539	1.278621983
2540	1.278594441
2541	1.278486824
2542	1.278450192
2543	1.278421774
2544	1.278382885
2545	1.278024294
2546	1.27790914
2547	1.277800432
2548	1.277781822
2549	1.277741405
2550	1.277668085
2551	1.277600905
2552	1.277541918
2553	1.277447426
2554	1.27737139
2555	1.277260002
2556	1.277161624
2557	1.277102631
2558	1.277072303
2559	1.276961069
2560	1.2769445
2561	1.276930335
2562	1.276832205
2563	1.276694299
2564	1.276686976
2565	1.276657779
2566	1.276606394
2567	1.276527971
2568	1.276446844
2569	1.276420521
2570	1.276363951
2571	1.276301903
2572	1.276269049
2573	1.276157156
2574	1.276128771
2575	1.276088422
2576	1.276074446
2577	1.275939001
2578	1.275912955
2579	1.275819934
2580	1.275796648
2581	1.275714377
2582	1.275656238
2583	1.275614305
2584	1.275546164
2585	1.275503418
2586	1.275482268
2587	1.275396723
2588	1.27533348
2589	1.275277531
2590	1.275245267
2591	1.275173698
2592	1.275132379
2593	1.275103557
2594	1.275012988
2595	1.275004693
2596	1.274906965
2597	1.274807104
2598	1.27471465
2599	1.274678593
2600	1.274658974
2601	1.274581343
2602	1.274545766
2603	1.274479358
2604	1.27440863
2605	1.274406419
2606	1.274324399
2607	1.27426944
2608	1.274174769
2609	1.27415784
2610	1.27411779
2611	1.273915691
2612	1.273822581
2613	1.273763626
2614	1.273702185
2615	1.273604435
2616	1.273581129
2617	1.273423796
2618	1.273373218
2619	1.273346839
2620	1.273322649
2621	1.273197678
2622	1.273156968
2623	1.273025321
2624	1.272956818
2625	1.272918172
2626	1.272915099
2627	1.27288121
2628	1.272806323
2629	1.272745152
2630	1.27251443
2631	1.272470618
2632	1.272330649
2633	1.272277184
2634	1.272152492
2635	1.272097228
2636	1.272055035
2637	1.271920966
2638	1.271904218
2639	1.271832279
2640	1.271786977
2641	1.271734341
2642	1.271684491
2643	1.271641668
2644	1.271580139
2645	1.271560646
2646	1.271434577
2647	1.271376569
2648	1.271343609
2649	1.271316974
2650	1.271243402
2651	1.271207168
2652	1.271191608
2653	1.271155028
2654	1.271087828
2655	1.2709845
2656	1.270956369
2657	1.270948798
2658	1.270784354
2659	1.270757103
2660	1.270620191
2661	1.270532994
2662	1.270481649
2663	1.27046666
2664	1.270407363
2665	1.270312442
2666	1.27029692
2667	1.270173972
2668	1.270113686
2669	1.270085033
2670	1.270028929
2671	1.269979261
2672	1.269952889
2673	1.269857466
2674	1.269816303
2675	1.269742656
2676	1.269676953
2677	1.269550451
2678	1.269525321
2679	1.269425599
2680	1.269292
2681	1.269253562
2682	1.269134992
2683	1.269087466
2684	1.269028205
2685	1.268992528
2686	1.268976079
2687	1.268898388
2688	1.268841433
2689	1.268801904
2690	1.268780128
2691	1.268614952
2692	1.268574717
2693	1.268504295
2694	1.268483756
2695	1.268436876
2696	1.268344432
2697	1.268261073
2698	1.268142725
2699	1.267997089
2700	1.267914479
2701	1.267831927
2702	1.267815956
2703	1.267756601
2704	1.267656409
2705	1.267646231
2706	1.267605397
2707	1.267521392
2708	1.267510317
2709	1.267458185
2710	1.267416676
2711	1.267281784
2712	1.267085209
2713	1.266994627
2714	1.266922752
2715	1.266753744
2716	1.266634711
2717	1.266579701
2718	1.266482996
2719	1.266452619
2720	1.266337201
2721	1.266317131
2722	1.266236596
2723	1.266082673
2724	1.266016334
2725	1.26583649
2726	1.265807271
2727	1.265766933
2728	1.265712443
2729	1.265664853
2730	1.265604929
2731	1.265568495
2732	1.265492277
2733	1.265453439
2734	1.26544178
2735	1.265385188
2736	1.265354192
2737	1.265175879
2738	1.265167825
2739	1.265128117
2740	1.2650171
2741	1.26495284
2742	1.264919207
2743	1.264908408
2744	1.264796151
2745	1.264766632
2746	1.264704459
2747	1.264627932
2748	1.264576427
2749	1.264554822
2750	1.264484939
2751	1.264428023
2752	1.26435038
2753	1.264272443
2754	1.264154126
2755	1.264062978
2756	1.264028532
2757	1.264000808
2758	1.263892506
2759	1.263840128
2760	1.263647653
2761	1.263592232
2762	1.263501156
2763	1.263416429
2764	1.263247597
2765	1.263172364
2766	1.262687639
2767	1.262655143
2768	1.26251686
2769	1.262460114
2770	1.262423729
2771	1.262238934
2772	1.262148937
2773	1.262134455
2774	1.262092584
2775	1.261907275
2776	1.26187465
2777	1.261712982
2778	1.26162444
2779	1.261577033
2780	1.261470297
2781	1.261416421
2782	1.261319974
2783	1.261286926
2784	1.261218345
2785	1.26106884
2786	1.261021339
2787	1.260987275
2788	1.260941107
2789	1.260865778
2790	1.260675995
2791	1.260613436
2792	1.260487926
2793	1.260436465
2794	1.260360896
2795	1.260311106
2796	1.260219886
2797	1.260139022
2798	1.26012257
2799	1.260026184
2800	1.260000301
2801	1.259851128
2802	1.259805799
2803	1.259643962
2804	1.259619349
2805	1.259601343
2806	1.259323214
2807	1.259192891
2808	1.259174662
2809	1.259072616
2810	1.258972395
2811	1.258913128
2812	1.258793855
2813	1.258712993
2814	1.258637026
2815	1.258523061
2816	1.258499418
2817	1.258415836
2818	1.258372001
2819	1.25835304
2820	1.258337204
2821	1.258285188
2822	1.258255389
2823	1.258198136
2824	1.258148521
2825	1.258127411
2826	1.257962819
2827	1.257866182
2828	1.257764986
2829	1.257677791
2830	1.25753527
2831	1.257461296
2832	1.257362016
2833	1.257320953
2834	1.257266435
2835	1.256402437
2836	1.256308599
2837	1.256267139
2838	1.256172007
2839	1.255981701
2840	1.2558752
2841	1.255801684
2842	1.25565199
2843	1.255547311
2844	1.255503581
2845	1.255485234
2846	1.255414172
2847	1.255373246
2848	1.255365122
2849	1.255244667
2850	1.255231691
2851	1.255113998
2852	1.255106286
2853	1.254976661
2854	1.254914695
2855	1.254852711
2856	1.254777811
2857	1.254674708
2858	1.254611927
2859	1.254599269
2860	1.254461119
2861	1.254421748
2862	1.254374614
2863	1.254334352
2864	1.254307957
2865	1.254227893
2866	1.254161933
2867	1.254026388
2868	1.25387117
2869	1.253844501
2870	1.253745077
2871	1.25359379
2872	1.253479979
2873	1.253362576
2874	1.253273969
2875	1.25321746
2876	1.25308896
2877	1.253044294
2878	1.252970769
2879	1.252920715
2880	1.252895812
2881	1.252857975
2882	1.252836652
2883	1.252815892
2884	1.252762986
2885	1.252717194
2886	1.252688727
2887	1.252652732
2888	1.252629481
2889	1.252589386
2890	1.252541016
2891	1.252452535
2892	1.252396612
2893	1.25235188
2894	1.25230847
2895	1.252263432
2896	1.252221482
2897	1.252113095
2898	1.251956993
2899	1.251834914
2900	1.251803578
2901	1.251747129
2902	1.251666651
2903	1.251626484
2904	1.251559835
2905	1.251501024
2906	1.251440851
2907	1.251423927
2908	1.251352733
2909	1.251256463
2910	1.251215846
2911	1.251201573
2912	1.251144563
2913	1.251064153
2914	1.250955588
2915	1.250900745
2916	1.250685669
2917	1.250649958
2918	1.250590002
2919	1.250530701
2920	1.250455245
2921	1.250433408
2922	1.250383288
2923	1.250359981
2924	1.250243924
2925	1.250215914
2926	1.250186188
2927	1.250127157
2928	1.250009653
2929	1.249991745
2930	1.249869905
2931	1.249868288
2932	1.249829962
2933	1.249772996
2934	1.249751534
2935	1.249665238
2936	1.249601279
2937	1.249538263
2938	1.249479586
2939	1.249436491
2940	1.249412121
2941	1.249376412
2942	1.249352685
2943	1.249298206
2944	1.249229591
2945	1.249066438
2946	1.249029798
2947	1.249003244
2948	1.248941371
2949	1.248880461
2950	1.24885922
2951	1.248839229
2952	1.248719095
2953	1.248672862
2954	1.248623196
2955	1.248464359
2956	1.248312835
2957	1.248193962
2958	1.248124664
2959	1.247970312
2960	1.247865175
2961	1.247849991
2962	1.247834918
2963	1.247789294
2964	1.247784131
2965	1.247660766
2966	1.24759834
2967	1.247417704
2968	1.24740814
2969	1.24732283
2970	1.247311982
2971	1.247229318
2972	1.247182557
2973	1.247132159
2974	1.246997536
2975	1.246828663
2976	1.246759175
2977	1.246740898
2978	1.246664705
2979	1.246577275
2980	1.246472212
2981	1.246357331
2982	1.246185393
2983	1.246141111
2984	1.246033061
2985	1.245211125
2986	1.245022589
2987	1.244937349
2988	1.244833245
2989	1.244788066
2990	1.24472851
2991	1.244696296
2992	1.244688737
2993	1.244603375
2994	1.244415651
2995	1.244342544
2996	1.244297991
2997	1.2442558
2998	1.244118124
2999	1.244022082
3000	1.243975331
3001	1.243938011
3002	1.243891817
3003	1.243698336
3004	1.243638534
3005	1.24345536
3006	1.243340824
3007	1.243316731
3008	1.243258448
3009	1.243087733
3010	1.24302557
3011	1.243002327
3012	1.242985993
3013	1.242873464
3014	1.242846347
3015	1.242807792
3016	1.242787059
3017	1.242749172
3018	1.242718829
3019	1.242675826
3020	1.242584481
3021	1.242566235
3022	1.242489114
3023	1.242341913
3024	1.242281471
3025	1.242216382
3026	1.242194748
3027	1.242171003
3028	1.242049963
3029	1.241896449
3030	1.241857037
3031	1.241788671
3032	1.241746881
3033	1.241262594
3034	1.241134558
3035	1.241065229
3036	1.241030966
3037	1.240979629
3038	1.240975972
3039	1.240884791
3040	1.240824739
3041	1.240802822
3042	1.240707897
3043	1.240666606
3044	1.240620222
3045	1.240597447
3046	1.240519152
3047	1.240484422
3048	1.240466394
3049	1.24035625
3050	1.240181276
3051	1.240108186
3052	1.239959859
3053	1.239909231
3054	1.23966512
3055	1.239647277
3056	1.239566318
3057	1.239419711
3058	1.239310585
3059	1.239236566
3060	1.239100981
3061	1.238797181
3062	1.238788568
3063	1.238760299
3064	1.238728401
3065	1.238705379
3066	1.238692132
3067	1.238673098
3068	1.238555769
3069	1.238464064
3070	1.238453005
3071	1.238299059
3072	1.238119154
3073	1.238028309
3074	1.237959942
3075	1.23780801
3076	1.237706267
3077	1.237637955
3078	1.237587479
3079	1.23748548
3080	1.237465068
3081	1.237378564
3082	1.237267554
3083	1.237162555
3084	1.237080989
3085	1.237009759
3086	1.236878819
3087	1.236734357
3088	1.236700422
3089	1.236648246
3090	1.236585961
3091	1.236528278
3092	1.236482314
3093	1.236459927
3094	1.236293511
3095	1.236135403
3096	1.236053547
3097	1.235961805
3098	1.235853336
3099	1.235835241
3100	1.235795532
3101	1.235735048
3102	1.235707845
3103	1.235683178
3104	1.235639489
3105	1.235617325
3106	1.235463716
3107	1.23542057
3108	1.235314476
3109	1.235264797
3110	1.235238329
3111	1.235171208
3112	1.235078622
3113	1.234930341
3114	1.234866155
3115	1.234782371
3116	1.234679744
3117	1.234653178
3118	1.234620191
3119	1.234609042
3120	1.234513355
3121	1.234491654
3122	1.234459668
3123	1.234434023
3124	1.234350655
3125	1.234320974
3126	1.234304715
3127	1.234227741
3128	1.234188631
3129	1.234079064
3130	1.234042771
3131	1.234033126
3132	1.233995541
3133	1.233895554
3134	1.233892836
3135	1.233883232
3136	1.233849471
3137	1.233804605
3138	1.233642191
3139	1.233515214
3140	1.233501512
3141	1.233474568
3142	1.233428303
3143	1.233419016
3144	1.233359526
3145	1.233266253
3146	1.233211654
3147	1.233199557
3148	1.233134801
3149	1.233049769
3150	1.233002376
3151	1.232934778
3152	1.232895323
3153	1.232831799
3154	1.232797216
3155	1.232765901
3156	1.232661671
3157	1.232623889
3158	1.232611946
3159	1.232518886
3160	1.232433994
3161	1.232388047
3162	1.232300926
3163	1.232209849
3164	1.232169761
3165	1.232127885
3166	1.231989973
3167	1.231965413
3168	1.23186721
3169	1.231845212
3170	1.231756048
3171	1.231751785
3172	1.231626879
3173	1.231613432
3174	1.231549753
3175	1.23148297
3176	1.231397795
3177	1.231347969
3178	1.231257428
3179	1.231130737
3180	1.231113768
3181	1.231019138
3182	1.230962718
3183	1.230895271
3184	1.230859949
3185	1.230762118
3186	1.230691404
3187	1.23067106
3188	1.230587603
3189	1.230518581
3190	1.230509872
3191	1.230501582
3192	1.230445006
3193	1.230343816
3194	1.230259995
3195	1.230182663
3196	1.230134872
3197	1.229975549
3198	1.229889182
3199	1.229821853
3200	1.229774144
3201	1.229754969
3202	1.229654176
3203	1.229599812
3204	1.229581247
3205	1.229536933
3206	1.229517629
3207	1.229503077
3208	1.229438023
3209	1.229329971
3210	1.229099433
3211	1.22900806
3212	1.228952559
3213	1.228885953
3214	1.228865775
3215	1.228790322
3216	1.228671649
3217	1.228603273
3218	1.228568049
